,index,token_address,id,user,status,uri,name,description,image_url,metadata,collection,created_at,updated_at,god,set,mana,type,image,proto,tribe,attack,effect,health,rarity,quality,ETH amount,USD amount
159,159,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x536005bde7a8cf6f5dfeb18c2ce765512a17994a0240a7731b8e4676084f2ed8,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Student of Blades,,https://card.godsunchained.com/?id=902&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 3, 'name': 'Student of Blades', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=902&q=4', 'proto': 902, 'tribe': 'olympian', 'attack': 3, 'effect': 'After a friendly creature attacks, gain 3 favor.', 'health': 3, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:02.585799Z,2021-04-26T00:52:30.04998Z,neutral,trial,3,card,https://card.godsunchained.com/?id=902&q=4,902,olympian,3,"After a friendly creature attacks, gain 3 favor.",3,rare,Meteorite,0.00053,2.2140856
160,160,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x18f37328ec725161acc61d89a28f6ab2111af51faab4be8949d3b19269b7670f,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Council of the Gods,,https://card.godsunchained.com/?id=915&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 2, 'name': 'Council of the Gods', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=915&q=4', 'proto': 915, 'tribe': '', 'attack': 0, 'effect': 'Delve a common god power from your domain.<br>It replaces your god power.<br>You cannot use it this turn.<br>Gain 5 favor.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:01.30036Z,2021-03-29T15:40:51.233711Z,neutral,trial,2,card,https://card.godsunchained.com/?id=915&q=4,915,,0,Delve a common god power from your domain.<br>It replaces your god power.<br>You cannot use it this turn.<br>Gain 5 favor.,0,common,Meteorite,1.5e-05,0.0626628
161,161,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xaa4c223fb005514e9c77e61efca8d6208d347256b3f9851c13d8c29e64c2fda2,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Might Makes Right,,https://card.godsunchained.com/?id=861&q=4,"{'god': 'war', 'set': 'trial', 'mana': 4, 'name': 'Might Makes Right', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=861&q=4', 'proto': 861, 'tribe': '', 'attack': 0, 'effect': 'Give each creature in your hand +2/+2 and leech.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:01.259757Z,2021-03-29T15:40:51.304802Z,war,trial,4,card,https://card.godsunchained.com/?id=861&q=4,861,,0,Give each creature in your hand +2/+2 and leech.,0,common,Meteorite,0.00015,0.626628
162,162,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x8420d3e4a11d3337ddd45c0623c977e73589b49908144e530534b3c5e888e13a,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Priestess of Takhat,,https://card.godsunchained.com/?id=930&q=4,"{'god': 'death', 'set': 'trial', 'mana': 1, 'name': 'Priestess of Takhat', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=930&q=4', 'proto': 930, 'tribe': 'anubian', 'attack': 2, 'effect': 'Whenever another Anubian dies, deal 1 damage to your opponent’s god.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:01.219483Z,2021-03-29T15:40:51.285344Z,death,trial,1,card,https://card.godsunchained.com/?id=930&q=4,930,anubian,2,"Whenever another Anubian dies, deal 1 damage to your opponent’s god.",2,common,Meteorite,5.6e-05,0.23394112000000003
163,163,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x713fd4a2d7bd5757d2529e4302322d0bccdee0700d5d5f4ff163a985fc84f921,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Sudden Rally,,https://card.godsunchained.com/?id=944&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 3, 'name': 'Sudden Rally', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=944&q=4', 'proto': 944, 'tribe': '', 'attack': 0, 'effect': 'Summon three confused 1/1 Amazon Recruits.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:01.178666Z,2021-03-29T15:40:51.304691Z,nature,trial,3,card,https://card.godsunchained.com/?id=944&q=4,944,,0,Summon three confused 1/1 Amazon Recruits.,0,common,Meteorite,2.2e-05,0.09190544
164,164,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x83cd1f2a053c76cd8359fc50eaad7e4d2b3d27b66606e4d7fef3b7ddd03029cb,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Burden of Proof,,https://card.godsunchained.com/?id=882&q=4,"{'god': 'light', 'set': 'trial', 'mana': 3, 'name': 'Burden of Proof', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=882&q=4', 'proto': 882, 'tribe': '', 'attack': 0, 'effect': 'Draw a card for each of your creatures with strength 2.', 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:40:01.136676Z,2021-03-29T15:40:51.272383Z,light,trial,3,card,https://card.godsunchained.com/?id=882&q=4,882,,0,Draw a card for each of your creatures with strength 2.,0,rare,Meteorite,0.00017,0.7101784000000001
165,165,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x9a6085c9841c7bce6398c9172bd14bc2bd1c4e404daaba0f95b881ee73622467,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Olympian Guard,,https://card.godsunchained.com/?id=874&q=4,"{'god': 'light', 'set': 'trial', 'mana': 2, 'name': 'Olympian Guard', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=874&q=4', 'proto': 874, 'tribe': 'olympian', 'attack': 1, 'effect': 'Frontline.<br>At the end of your turn, if this creature has 2 strength or less, give it +1/+1.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:59.964752Z,2021-03-29T15:40:51.213746Z,light,trial,2,card,https://card.godsunchained.com/?id=874&q=4,874,olympian,1,"Frontline.<br>At the end of your turn, if this creature has 2 strength or less, give it +1/+1.",2,common,Meteorite,0.000195,0.8146164
166,166,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x4d051a0075af895f8210b2a0865bbe22a89e6a6e44d4b261532d9f9c077a4bf2,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Frumentarii Instigator,,https://card.godsunchained.com/?id=890&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 4, 'name': 'Frumentarii Instigator', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=890&q=4', 'proto': 890, 'tribe': 'guild', 'attack': 3, 'effect': 'Roar: Draw a card for <br>each other Guild creature <br>on the board.', 'health': 4, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:59.923608Z,2021-04-26T00:53:48.716672Z,neutral,trial,4,card,https://card.godsunchained.com/?id=890&q=4,890,guild,3,Roar: Draw a card for <br>each other Guild creature <br>on the board.,4,common,Meteorite,3e-05,0.1253256
167,167,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x404237b29168fefb30961975f4b6a4ea6e9c54ea799c4002e5b36dfeb464de50,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Blessing of Deception,,https://card.godsunchained.com/?id=933&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 2, 'name': 'Blessing of Deception', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=933&q=4', 'proto': 933, 'attack': 0, 'effect': 'Gain 8 favor.<br>Your creatures without hidden gain ""Hidden for 1 turn.""', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:59.883405Z,2021-04-26T00:38:21.418185Z,deception,trial,2,card,https://card.godsunchained.com/?id=933&q=4,933,,0,"Gain 8 favor.<br>Your creatures without hidden gain ""Hidden for 1 turn.""",0,common,Meteorite,2e-05,0.08355040000000001
168,168,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x32bda771d79a99c4487865410e582c9c2b3b7e075bf57e851fba7d4fcc30972a,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Might Makes Right,,https://card.godsunchained.com/?id=861&q=4,"{'god': 'war', 'set': 'trial', 'mana': 4, 'name': 'Might Makes Right', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=861&q=4', 'proto': 861, 'tribe': '', 'attack': 0, 'effect': 'Give each creature in your hand +2/+2 and leech.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:59.841983Z,2021-03-29T15:40:51.204933Z,war,trial,4,card,https://card.godsunchained.com/?id=861&q=4,861,,0,Give each creature in your hand +2/+2 and leech.,0,common,Meteorite,0.00015,0.626628
169,169,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x44d56dca9cbb7c16ea823b47ddddc55f9ca461f93939334c412dfd34cb91ef2a,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Arkmonian Hydra,,https://card.godsunchained.com/?id=910&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 7, 'name': 'Arkmonian Hydra', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=910&q=4', 'proto': 910, 'tribe': 'wild', 'attack': 6, 'effect': 'Confused. Roar: Summon a 3/2 Hydra Head with regen 1.<br>After a Hydra Head dies, summon two of them.', 'health': 6, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:59.80077Z,2021-03-29T15:40:51.182382Z,nature,trial,7,card,https://card.godsunchained.com/?id=910&q=4,910,wild,6,"Confused. Roar: Summon a 3/2 Hydra Head with regen 1.<br>After a Hydra Head dies, summon two of them.",6,rare,Meteorite,0.00103,4.302845600000001
170,170,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x5883a52f765bfdb262da8cab855e31c8012ecb7c116302f40c5bdc702eafc77e,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Necronomics,,https://card.godsunchained.com/?id=804&q=4,"{'god': 'death', 'set': 'trial', 'mana': 1, 'name': 'Necronomics', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=804&q=4', 'proto': 804, 'attack': 0, 'effect': 'Deal 5 damage to your god and refresh 5 mana.', 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:58.703294Z,2021-04-26T01:00:02.898953Z,death,trial,1,card,https://card.godsunchained.com/?id=804&q=4,804,,0,Deal 5 damage to your god and refresh 5 mana.,0,rare,Meteorite,0.000485,2.0260972
171,171,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x505d5bf69409068464da9be55a9b86d45e13a45d98705d1dc82b623738998668,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Dionysian Bull,,https://card.godsunchained.com/?id=840&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 6, 'name': 'Dionysian Bull', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=840&q=4', 'proto': 840, 'tribe': 'wild', 'attack': 3, 'effect': 'Confused. Regen 4. Frontline.', 'health': 7, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:58.661345Z,2021-03-29T15:40:51.116051Z,nature,trial,6,card,https://card.godsunchained.com/?id=840&q=4,840,wild,3,Confused. Regen 4. Frontline.,7,common,Meteorite,8e-05,0.33420160000000004
172,172,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x4d230c098560e9f8883ec602afff39f03c2fbf20339fec7c0fa738dc53c2c187,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Skull Scepter,,https://card.godsunchained.com/?id=806&q=4,"{'god': 'death', 'set': 'trial', 'mana': 2, 'name': 'Skull Scepter', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=806&q=4', 'proto': 806, 'attack': 0, 'effect': 'After one of your creatures die, deal 1 damage to your opponent’s god.', 'health': 1, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:58.620687Z,2021-04-26T00:48:42.72891Z,death,trial,2,card,https://card.godsunchained.com/?id=806&q=4,806,,0,"After one of your creatures die, deal 1 damage to your opponent’s god.",1,rare,Meteorite,0.00057,2.3811864000000003
173,173,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x13e27dd0b9dcdd10312c332671d8f720b0c247a73d56e6541c7a313ea502cc43,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Jaguar Staff,,https://card.godsunchained.com/?id=838&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 5, 'name': 'Jaguar Staff', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=838&q=4', 'proto': 838, 'attack': 2, 'effect': 'Blitz.<br>After your god attacks, summon a Black Jaguar.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:58.579586Z,2021-04-26T01:00:02.868276Z,nature,trial,5,card,https://card.godsunchained.com/?id=838&q=4,838,,2,"Blitz.<br>After your god attacks, summon a Black Jaguar.",2,common,Meteorite,0.00024,1.0026048
174,174,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xd369bdc7b0aa166a64143edfd30a6cc93d3bacf2ee634e3087c5462670463455,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Student of Blades,,https://card.godsunchained.com/?id=902&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 3, 'name': 'Student of Blades', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=902&q=4', 'proto': 902, 'tribe': 'olympian', 'attack': 3, 'effect': 'After a friendly creature attacks, gain 3 favor.', 'health': 3, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:58.539966Z,2021-04-26T00:51:55.862485Z,neutral,trial,3,card,https://card.godsunchained.com/?id=902&q=4,902,olympian,3,"After a friendly creature attacks, gain 3 favor.",3,rare,Meteorite,0.00053,2.2140856
175,175,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x025f52c9095ed69828746b881403b4ca09ea215357050d3885c53f24a9439a8d,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Blessing of Magic,,https://card.godsunchained.com/?id=940&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 2, 'name': 'Blessing of Magic', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=940&q=4', 'proto': 940, 'attack': 0, 'effect': 'Gain favor equal to three times the amount of mana you have unlocked.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:57.381243Z,2021-04-26T00:50:54.863141Z,magic,trial,2,card,https://card.godsunchained.com/?id=940&q=4,940,,0,Gain favor equal to three times the amount of mana you have unlocked.,0,common,Meteorite,1.4e-05,0.05848528000000001
176,176,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xf0c86e920ace4c43a41c81c8425aa30fe978960788b3f6490c8dad907a30a2bd,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Vow of Champions,,https://card.godsunchained.com/?id=917&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 2, 'name': 'Vow of Champions', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=917&q=4', 'proto': 917, 'tribe': '', 'attack': 0, 'effect': 'Pick one —<br>• Draw a card.<br>• Gain 7 favor.<br>• Deal 2 damage.<br>• Heal your god for 4.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:57.340263Z,2021-03-29T15:40:51.030818Z,neutral,trial,2,card,https://card.godsunchained.com/?id=917&q=4,917,,0,Pick one —<br>• Draw a card.<br>• Gain 7 favor.<br>• Deal 2 damage.<br>• Heal your god for 4.,0,common,Meteorite,4.9e-05,0.20469848000000002
177,177,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x3538912135df2885cfae2a25b06cb72d942bed88d0535f2f768d6ff6fdd24f4a,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Guild Siren,,https://card.godsunchained.com/?id=935&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 2, 'name': 'Guild Siren', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=935&q=4', 'proto': 935, 'tribe': 'guild', 'attack': 2, 'effect': 'After this creature attacks a god, pull a random card in their hand into their deck. Then, they draw a card.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:57.299918Z,2021-03-29T15:40:51.026317Z,deception,trial,2,card,https://card.godsunchained.com/?id=935&q=4,935,guild,2,"After this creature attacks a god, pull a random card in their hand into their deck. Then, they draw a card.",3,common,Meteorite,2e-05,0.08355040000000001
178,178,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xa7f9860e7dd72037a06400d4db7fece82b95b379c9cd2a0490b593d57a94b388,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Satyr Hypnotist,,https://card.godsunchained.com/?id=853&q=4,"{'god': 'deception', 'set': 'trial', 'mana': 2, 'name': 'Satyr Hypnotist', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=853&q=4', 'proto': 853, 'tribe': 'mystic', 'attack': 2, 'effect': 'At the end of your turn, a random enemy creature goes to sleep.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:57.259603Z,2021-03-29T15:40:51.014518Z,deception,trial,2,card,https://card.godsunchained.com/?id=853&q=4,853,mystic,2,"At the end of your turn, a random enemy creature goes to sleep.",2,common,Meteorite,0.00012,0.5013024
179,179,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x71e5160723dd89e0e3c2d90a68eac5502e8e9d5ed3119a33a8bf938b63da6742,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Militant Gladiator,,https://card.godsunchained.com/?id=888&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 5, 'name': 'Militant Gladiator', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=888&q=4', 'proto': 888, 'attack': 4, 'effect': 'Roar: If you have no spells in your void, give this creature +4/+1.', 'health': 4, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:57.219704Z,2021-04-26T00:38:21.401927Z,neutral,trial,5,card,https://card.godsunchained.com/?id=888&q=4,888,,4,"Roar: If you have no spells in your void, give this creature +4/+1.",4,rare,Meteorite,0.0003,1.253256
180,180,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xa07dc436eea7fcb3110f0159f202568a92ca48c7c918ef4f80f1716910191358,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Planetar Sage,,https://card.godsunchained.com/?id=939&q=4,"{'god': 'magic', 'set': 'trial', 'mana': 4, 'name': 'Planetar Sage', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=939&q=4', 'proto': 939, 'tribe': 'aether', 'attack': 4, 'effect': 'Afterlife: If you are holding an Aether, gain 9 favor.', 'health': 5, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:56.384972Z,2021-03-29T15:40:50.972182Z,magic,trial,4,card,https://card.godsunchained.com/?id=939&q=4,939,aether,4,"Afterlife: If you are holding an Aether, gain 9 favor.",5,common,Meteorite,5.4e-05,0.22558608000000002
181,181,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x6f4e6d3c5372674e6115b646f52b8faac9b3322c6141c7afb18d04cd405d7738,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Foreign Diplomat,,https://card.godsunchained.com/?id=896&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 2, 'name': 'Foreign Diplomat', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=896&q=4', 'proto': 896, 'tribe': 'guild', 'attack': 2, 'effect': 'Roar & Afterlife: You gain 3 favor. Your opponent gains 1 favor.', 'health': 3, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:56.344546Z,2021-04-26T00:56:23.186869Z,neutral,trial,2,card,https://card.godsunchained.com/?id=896&q=4,896,guild,2,Roar & Afterlife: You gain 3 favor. Your opponent gains 1 favor.,3,common,Meteorite,2.9e-05,0.12114808000000002
182,182,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xc4062760dcf9330afa7c3755c0b5efc2648a89a58f01fb7cd9d336c6762bdd88,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Veteran Hoplite,,https://card.godsunchained.com/?id=873&q=4,"{'god': 'light', 'set': 'trial', 'mana': 1, 'name': 'Veteran Hoplite', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=873&q=4', 'proto': 873, 'tribe': 'olympian', 'attack': 2, 'effect': 'Roar: Deal 4 damage<br>to this creature.', 'health': 5, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:56.303729Z,2021-04-26T00:54:57.639676Z,light,trial,1,card,https://card.godsunchained.com/?id=873&q=4,873,olympian,2,Roar: Deal 4 damage<br>to this creature.,5,common,Meteorite,2e-05,0.08355040000000001
183,183,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xe532a96eca4d06c2142f36016a7b714a177ac25ba4a803a7382792eb73ee2569,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Sudden Rally,,https://card.godsunchained.com/?id=944&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 3, 'name': 'Sudden Rally', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=944&q=4', 'proto': 944, 'tribe': '', 'attack': 0, 'effect': 'Summon three confused 1/1 Amazon Recruits.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:56.263387Z,2021-03-29T15:40:50.931065Z,nature,trial,3,card,https://card.godsunchained.com/?id=944&q=4,944,,0,Summon three confused 1/1 Amazon Recruits.,0,common,Meteorite,2.2e-05,0.09190544
184,184,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x8033681fc91cff1761625c8902215b91302d5cb3210f021a8deeb0848b1387e2,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Seasonal Rebirth,,https://card.godsunchained.com/?id=845&q=4,"{'god': 'nature', 'set': 'trial', 'mana': 7, 'name': 'Seasonal Rebirth', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=845&q=4', 'proto': 845, 'tribe': '', 'attack': 0, 'effect': 'Deal 15 damage to <br>each enemy creature.<br>Your opponent summons a 1/1 Walking Plant for each creature damaged by this effect.', 'health': 0, 'rarity': 'epic', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:56.223728Z,2021-03-29T15:40:50.949677Z,nature,trial,7,card,https://card.godsunchained.com/?id=845&q=4,845,,0,Deal 15 damage to <br>each enemy creature.<br>Your opponent summons a 1/1 Walking Plant for each creature damaged by this effect.,0,epic,Meteorite,0.0003,1.253256
185,185,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xee97e57d4b6d3033d144c10d54946ec7718a3dfd260c40e80da4938997a88c2e,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Soul Shatter,,https://card.godsunchained.com/?id=931&q=4,"{'god': 'death', 'set': 'trial', 'mana': 3, 'name': 'Soul Shatter', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=931&q=4', 'proto': 931, 'tribe': '', 'attack': 0, 'effect': 'Destroy target creature<br>with cost 3 or less.<br>Deal 2 damage to each friendly character.', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:55.390995Z,2021-03-29T15:40:50.890078Z,death,trial,3,card,https://card.godsunchained.com/?id=931&q=4,931,,0,Destroy target creature<br>with cost 3 or less.<br>Deal 2 damage to each friendly character.,0,common,Meteorite,5.7e-05,0.23811864000000005
186,186,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xc0fdeef7b39c580b1dd75cd86104d636602f7862327c7e3a7d8752894f45bb0a,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Blessing of Light,,https://card.godsunchained.com/?id=938&q=4,"{'god': 'light', 'set': 'trial', 'mana': 2, 'name': 'Blessing of Light', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=938&q=4', 'proto': 938, 'attack': 0, 'effect': 'Gain 5 favor.<br>If you have a relic equipped, it gains: ""At the end of your turn, gain 5 favor.""', 'health': 0, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:55.348472Z,2021-04-26T00:48:42.711773Z,light,trial,2,card,https://card.godsunchained.com/?id=938&q=4,938,,0,"Gain 5 favor.<br>If you have a relic equipped, it gains: ""At the end of your turn, gain 5 favor.""",0,common,Meteorite,1.4e-05,0.05848528000000001
187,187,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0x07510b46cb9568c30032a167ef5b2b49caf222b018cc77b04e8583130a242e0c,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Trial of the Underworld,,https://card.godsunchained.com/?id=918&q=4,"{'god': 'death', 'set': 'trial', 'mana': 8, 'name': 'Trial of the Underworld', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=918&q=4', 'proto': 918, 'attack': 0, 'effect': 'Summon a random 5-mana creature from either void to your side of the board.<br>Repeat for 6, 7, and 8 mana.<br>Give soulless to each of your creatures.', 'health': 0, 'rarity': 'rare', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:55.303963Z,2021-04-26T00:56:23.165786Z,death,trial,8,card,https://card.godsunchained.com/?id=918&q=4,918,,0,"Summon a random 5-mana creature from either void to your side of the board.<br>Repeat for 6, 7, and 8 mana.<br>Give soulless to each of your creatures.",0,rare,Meteorite,0.00045,1.879884
188,188,0xacb3c6a43d15b907e8433077b6d38ae40936fe2c,0xd149611a354278bee5b19955a74d1aee3fce39e74bcaebfa86de8f14b9d54825,0x1220e048b0174ad09a2ab8cade8845f444d44e54,imx,,Diligent Architect,,https://card.godsunchained.com/?id=892&q=4,"{'god': 'neutral', 'set': 'trial', 'mana': 3, 'name': 'Diligent Architect', 'type': 'card', 'image': 'https://card.godsunchained.com/?id=892&q=4', 'proto': 892, 'tribe': 'guild', 'attack': 2, 'effect': 'Roar: Delve a Structure,<br>add it to your hand, and<br>give it +2 health.', 'health': 2, 'rarity': 'common', 'quality': 'Meteorite'}","{'name': 'Gods Unchained', 'icon_url': None}",2021-03-29T15:39:55.261788Z,2021-04-26T00:48:42.725109Z,neutral,trial,3,card,https://card.godsunchained.com/?id=892&q=4,892,guild,2,"Roar: Delve a Structure,<br>add it to your hand, and<br>give it +2 health.",2,common,Meteorite,7.7e-05,0.32166904
